2026-07-12 13:00:52 | INFO  | nebula.biz | [BIZ] [CREATE_PROJECT] END status=ok | project_id=ed722ecb-996c-46ae-bc41-705f0a7087d4 change_name=id-test
2026-07-12 13:00:53 | INFO  | nebula.biz | [BIZ] [CREATE_PROJECT] START | project_name=获取测试 username=getuser
2026-07-12 13:00:53 | INFO  | nebula.biz | [BIZ] [CREATE_PROJECT] [translate-name] | name=获取测试 result=get-test
2026-07-12 13:00:53 | INFO  | nebula.biz | [BIZ] [CREATE_PROJECT] [db-record] | project_id=6090bee3-357e-48c2-8a64-2a812d0a9e94 change_name=get-test
2026-07-12 13:00:53 | INFO  | nebula.biz | [BIZ] [CREATE_PROJECT] [fs-init] | dir=/Users/billkang/workspace/nebula/packages/build-engine/backend/projects/getuser-get-test
2026-07-12 13:00:55 | INFO  | nebula.biz | [BIZ] [CREATE_PROJECT] [openspec-init] | 
2026-07-12 13:00:55 | INFO  | nebula.biz | [BIZ] [CREATE_PROJECT] END status=ok | project_id=6090bee3-357e-48c2-8a64-2a812d0a9e94 change_name=get-test
2026-07-12 13:00:56 | INFO  | nebula.biz | [BIZ] [CREATE_PROJECT] START | project_name=数据平台 username=list_cn
2026-07-12 13:00:56 | INFO  | nebula.biz | [BIZ] [CREATE_PROJECT] [translate-name] | name=数据平台 result=data-platform
2026-07-12 13:00:56 | INFO  | nebula.biz | [BIZ] [CREATE_PROJECT] [db-record] | project_id=20519582-430a-41f1-96ca-8a4a8653fee5 change_name=data-platform
2026-07-12 13:00:56 | INFO  | nebula.biz | [BIZ] [CREATE_PROJECT] [fs-init] | dir=/Users/billkang/workspace/nebula/packages/build-engine/backend/projects/list_cn-data-platform
2026-07-12 13:00:58 | INFO  | nebula.biz | [BIZ] [CREATE_PROJECT] [openspec-init] | 
2026-07-12 13:00:58 | INFO  | nebula.biz | [BIZ] [CREATE_PROJECT] END status=ok | project_id=20519582-430a-41f1-96ca-8a4a8653fee5 change_name=data-platform
2026-07-12 13:00:58 | INFO  | nebula.biz | [BIZ] [CREATE_PROJECT] START | project_name="Sandbox Init Test" username=sandbox_user
2026-07-12 13:00:58 | INFO  | nebula.biz | [BIZ] [CREATE_PROJECT] [translate-name] | name="Sandbox Init Test" result=test-project
2026-07-12 13:00:58 | INFO  | nebula.biz | [BIZ] [CREATE_PROJECT] [db-record] | project_id=d60220d6-c086-4a31-8e56-f5bf5f991053 change_name=test-project
2026-07-12 13:00:58 | INFO  | nebula.biz | [BIZ] [CREATE_PROJECT] [fs-init] | dir=/Users/billkang/workspace/nebula/packages/build-engine/backend/projects/sandbox_user-test-project
2026-07-12 13:01:00 | INFO  | nebula.biz | [BIZ] [CREATE_PROJECT] [openspec-init] | 
2026-07-12 13:01:00 | INFO  | nebula.biz | [BIZ] [CREATE_PROJECT] END status=ok | project_id=d60220d6-c086-4a31-8e56-f5bf5f991053 change_name=test-project
2026-07-12 13:01:01 | INFO  | nebula.biz | [BIZ] [CREATE_PROJECT] START | project_name="Sandbox Files Test" username=sandbox_user
2026-07-12 13:01:01 | INFO  | nebula.biz | [BIZ] [CREATE_PROJECT] [translate-name] | name="Sandbox Files Test" result=test-project
2026-07-12 13:01:01 | INFO  | nebula.biz | [BIZ] [CREATE_PROJECT] [db-record] | project_id=6afe7d06-4dfd-49b5-957f-bd7482bb00f4 change_name=test-project
2026-07-12 13:01:01 | INFO  | nebula.biz | [BIZ] [CREATE_PROJECT] [fs-init] | dir=/Users/billkang/workspace/nebula/packages/build-engine/backend/projects/sandbox_user-test-project
2026-07-12 13:01:03 | INFO  | nebula.biz | [BIZ] [CREATE_PROJECT] [openspec-init] | 
2026-07-12 13:01:03 | INFO  | nebula.biz | [BIZ] [CREATE_PROJECT] END status=ok | project_id=6afe7d06-4dfd-49b5-957f-bd7482bb00f4 change_name=test-project
2026-07-12 13:01:04 | INFO  | nebula.biz | [BIZ] [CREATE_PROJECT] START | project_name="Sandbox Get File" username=sandbox_user
2026-07-12 13:01:04 | INFO  | nebula.biz | [BIZ] [CREATE_PROJECT] [translate-name] | name="Sandbox Get File" result=test-project
2026-07-12 13:01:04 | INFO  | nebula.biz | [BIZ] [CREATE_PROJECT] [db-record] | project_id=8272cc50-0956-4632-b826-9e4dd498517a change_name=test-project
2026-07-12 13:01:04 | INFO  | nebula.biz | [BIZ] [CREATE_PROJECT] [fs-init] | dir=/Users/billkang/workspace/nebula/packages/build-engine/backend/projects/sandbox_user-test-project
2026-07-12 13:01:05 | INFO  | nebula.biz | [BIZ] [CREATE_PROJECT] [openspec-init] | 
2026-07-12 13:01:05 | INFO  | nebula.biz | [BIZ] [CREATE_PROJECT] END status=ok | project_id=8272cc50-0956-4632-b826-9e4dd498517a change_name=test-project
2026-07-12 13:01:05 | INFO  | nebula.biz | [BIZ] [CREATE_PROJECT] START | project_name="Sandbox Save File" username=sandbox_user
2026-07-12 13:01:05 | INFO  | nebula.biz | [BIZ] [CREATE_PROJECT] [translate-name] | name="Sandbox Save File" result=test-project
2026-07-12 13:01:05 | INFO  | nebula.biz | [BIZ] [CREATE_PROJECT] [db-record] | project_id=ca6c099a-5cb0-465f-a090-b06c3a4eb8f9 change_name=test-project
2026-07-12 13:01:05 | INFO  | nebula.biz | [BIZ] [CREATE_PROJECT] [fs-init] | dir=/Users/billkang/workspace/nebula/packages/build-engine/backend/projects/sandbox_user-test-project
2026-07-12 13:01:07 | INFO  | nebula.biz | [BIZ] [CREATE_PROJECT] [openspec-init] | 
2026-07-12 13:01:07 | INFO  | nebula.biz | [BIZ] [CREATE_PROJECT] END status=ok | project_id=ca6c099a-5cb0-465f-a090-b06c3a4eb8f9 change_name=test-project
2026-07-12 13:01:08 | INFO  | nebula.biz | [BIZ] [CREATE_PROJECT] START | project_name="Sandbox Diff" username=sandbox_user
2026-07-12 13:01:08 | INFO  | nebula.biz | [BIZ] [CREATE_PROJECT] [translate-name] | name="Sandbox Diff" result=test-project
2026-07-12 13:01:08 | INFO  | nebula.biz | [BIZ] [CREATE_PROJECT] [db-record] | project_id=a53cc25a-3c9f-4b6d-949d-1d6848b0379f change_name=test-project
2026-07-12 13:01:08 | INFO  | nebula.biz | [BIZ] [CREATE_PROJECT] [fs-init] | dir=/Users/billkang/workspace/nebula/packages/build-engine/backend/projects/sandbox_user-test-project
2026-07-12 13:01:10 | INFO  | nebula.biz | [BIZ] [CREATE_PROJECT] [openspec-init] | 
2026-07-12 13:01:10 | INFO  | nebula.biz | [BIZ] [CREATE_PROJECT] END status=ok | project_id=a53cc25a-3c9f-4b6d-949d-1d6848b0379f change_name=test-project
2026-07-12 13:01:10 | INFO  | nebula.biz | [BIZ] [CREATE_PROJECT] START | project_name="Sandbox Snapshots" username=sandbox_user
2026-07-12 13:01:10 | INFO  | nebula.biz | [BIZ] [CREATE_PROJECT] [translate-name] | name="Sandbox Snapshots" result=test-project
2026-07-12 13:01:10 | INFO  | nebula.biz | [BIZ] [CREATE_PROJECT] [db-record] | project_id=5430e638-2fc3-42a8-996c-f16acca3817e change_name=test-project
2026-07-12 13:01:10 | INFO  | nebula.biz | [BIZ] [CREATE_PROJECT] [fs-init] | dir=/Users/billkang/workspace/nebula/packages/build-engine/backend/projects/sandbox_user-test-project
2026-07-12 13:01:11 | INFO  | nebula.biz | [BIZ] [CREATE_PROJECT] [openspec-init] | 
2026-07-12 13:01:11 | INFO  | nebula.biz | [BIZ] [CREATE_PROJECT] END status=ok | project_id=5430e638-2fc3-42a8-996c-f16acca3817e change_name=test-project
2026-07-12 13:01:12 | INFO  | nebula.biz | [BIZ] [CREATE_PROJECT] START | project_name="Sandbox Restore" username=sandbox_user
2026-07-12 13:01:12 | INFO  | nebula.biz | [BIZ] [CREATE_PROJECT] [translate-name] | name="Sandbox Restore" result=test-project
2026-07-12 13:01:12 | INFO  | nebula.biz | [BIZ] [CREATE_PROJECT] [db-record] | project_id=ea40ddb1-fc1a-40b7-9daf-92ef737e839d change_name=test-project
2026-07-12 13:01:12 | INFO  | nebula.biz | [BIZ] [CREATE_PROJECT] [fs-init] | dir=/Users/billkang/workspace/nebula/packages/build-engine/backend/projects/sandbox_user-test-project
2026-07-12 13:01:14 | INFO  | nebula.biz | [BIZ] [CREATE_PROJECT] [openspec-init] | 
2026-07-12 13:01:14 | INFO  | nebula.biz | [BIZ] [CREATE_PROJECT] END status=ok | project_id=ea40ddb1-fc1a-40b7-9daf-92ef737e839d change_name=test-project
2026-07-12 13:01:14 | INFO  | nebula.biz | [BIZ] [CREATE_PROJECT] START | project_name="Sandbox Rebuild" username=sandbox_user
2026-07-12 13:01:14 | INFO  | nebula.biz | [BIZ] [CREATE_PROJECT] [translate-name] | name="Sandbox Rebuild" result=test-project
2026-07-12 13:01:14 | INFO  | nebula.biz | [BIZ] [CREATE_PROJECT] [db-record] | project_id=85e37677-a398-4175-9eea-c3e7320e6a99 change_name=test-project
2026-07-12 13:01:14 | INFO  | nebula.biz | [BIZ] [CREATE_PROJECT] [fs-init] | dir=/Users/billkang/workspace/nebula/packages/build-engine/backend/projects/sandbox_user-test-project
2026-07-12 13:01:16 | INFO  | nebula.biz | [BIZ] [CREATE_PROJECT] [openspec-init] | 
2026-07-12 13:01:16 | INFO  | nebula.biz | [BIZ] [CREATE_PROJECT] END status=ok | project_id=85e37677-a398-4175-9eea-c3e7320e6a99 change_name=test-project
2026-07-12 13:01:16 | INFO  | nebula.biz | [BIZ] [CODE_GEN] START | project_id=85e37677-a398-4175-9eea-c3e7320e6a99
2026-07-12 13:01:16 | INFO  | nebula.biz | [BIZ] [CODE_GEN] [container-build] | 
2026-07-12 13:01:16 | INFO  | nebula.biz | [BIZ] [CODE_GEN] [next-version] | version=v2
2026-07-12 13:01:17 | INFO  | nebula.biz | [BIZ] [CODE_GEN] [verify-artifacts] | 
